Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD
AIJ-101897,Teacher,Energy,Australia,PhD,0,0.73,0.58,No,102911
AIJ-101898,Teacher,Education,Singapore,Bachelor,11,0.54,0.35,Yes,165465
AIJ-101899,Blockchain Developer,Manufacturing,UK,PhD,13,0.6,0.76,Hybrid,156655
AIJ-101900,Healthcare Analyst,Education,UAE,PhD,8,0.8,0.64,Yes,95141
AIJ-101901,Data Engineer,Manufacturing,Germany,Bachelor,19,0.84,0.51,Hybrid,166817
AIJ-101902,Blockchain Developer,Technology,India,High School,18,0.23,0.89,No,147841
AIJ-101903,Data Scientist,Manufacturing,UAE,Bachelor,12,0.65,0.81,Hybrid,95750
AIJ-101904,Cloud Architect,Media,Singapore,PhD,21,0.48,0.76,No,72348
AIJ-101905,Data Engineer,Manufacturing,UAE,PhD,14,0.74,0.29,Yes,99124
AIJ-101906,HR Specialist,Healthcare,Japan,PhD,0,0.87,0.33,Hybrid,181375
AIJ-101907,HR Specialist,Energy,UAE,High School,15,0.23,0.62,Yes,126576
AIJ-101908,AI Engineer,Finance,Germany,High School,1,0.08,0.55,Hybrid,137557
AIJ-101909,UX Designer,Retail,Japan,PhD,18,0.76,0.32,Hybrid,84036
AIJ-101910,Digital Marketer,Transportation,Canada,High School,22,0.86,0.56,No,176877
AIJ-101911,Robotics Engineer,Education,USA,Master,1,0.05,0.7,Yes,154640
AIJ-101912,Blockchain Developer,Government,UAE,High School,14,0.95,0.55,No,70828
AIJ-101913,DevOps Engineer,Transportation,Australia,Bachelor,5,0.62,0.58,No,218557
AIJ-101914,Software Developer,Manufacturing,Australia,High School,9,0.95,0.42,No,156482
AIJ-101915,Digital Marketer,Retail,USA,PhD,7,0.65,0.35,Yes,46952
AIJ-101916,Cloud Architect,Energy,Japan,Master,7,0.62,0.42,No,194419
AIJ-101917,Blockchain Developer,Education,UK,High School,7,0.93,0.61,No,117275
AIJ-101918,Financial Analyst,Transportation,USA,Master,5,0.08,0.21,Hybrid,121168
AIJ-101919,Software Developer,Energy,Germany,Master,13,0.89,0.64,Yes,186421
AIJ-101920,Blockchain Developer,Education,India,Master,25,0.58,0.37,No,75261
AIJ-101921,Prompt Engineer,Healthcare,Pakistan,Bachelor,22,0.74,0.51,No,209108
AIJ-101922,Machine Learning Engineer,Government,UAE,High School,19,0.15,0.62,Hybrid,58348
AIJ-101923,Data Scientist,Technology,Singapore,High School,10,0.49,0.93,Hybrid,95467
AIJ-101924,Data Engineer,Healthcare,USA,Master,12,0.69,0.22,Hybrid,38737
AIJ-101925,DevOps Engineer,Government,India,PhD,0,0.95,0.28,Yes,213934
AIJ-101926,UX Designer,Government,Singapore,Master,18,0.41,0.33,Hybrid,149809
AIJ-101927,Cloud Architect,Energy,Australia,Master,15,0.43,0.74,Hybrid,159875
AIJ-101928,Product Manager,Energy,UK,Master,6,0.14,0.41,Yes,40345
AIJ-101929,Financial Analyst,Manufacturing,UAE,Master,10,0.14,0.37,Hybrid,179031
AIJ-101930,Software Developer,Transportation,Singapore,Master,18,0.29,0.84,Hybrid,103204
AIJ-101931,Machine Learning Engineer,Finance,Germany,PhD,17,0.18,0.56,Yes,210444
AIJ-101932,Product Manager,Technology,Canada,PhD,15,0.89,0.87,Yes,65180
AIJ-101933,Robotics Engineer,Education,Japan,High School,0,0.65,0.42,Hybrid,198437
AIJ-101934,Software Developer,Technology,Canada,High School,21,0.91,0.4,Yes,156371
AIJ-101935,Digital Marketer,Education,India,Bachelor,4,0.76,0.79,No,198912
AIJ-101936,Cloud Architect,Media,Singapore,Master,5,0.45,0.47,Yes,73215
AIJ-101937,Robotics Engineer,Transportation,Pakistan,Bachelor,11,0.78,0.21,Hybrid,204890
AIJ-101938,Healthcare Analyst,Retail,Australia,High School,13,0.17,0.7,Hybrid,69377
AIJ-101939,HR Specialist,Manufacturing,Japan,Master,24,0.72,0.26,Hybrid,88936
AIJ-101940,IoT Specialist,Government,Australia,Bachelor,12,0.61,0.56,Hybrid,159585
AIJ-101941,Data Scientist,Technology,Singapore,High School,0,0.19,0.88,Yes,65427
AIJ-101942,HR Specialist,Technology,Japan,PhD,14,0.34,0.47,Yes,96416
AIJ-101943,Robotics Engineer,Government,Australia,PhD,11,0.64,0.58,Hybrid,206524
AIJ-101944,Business Analyst,Retail,Germany,Bachelor,10,0.19,0.46,Yes,77196
AIJ-101945,Robotics Engineer,Government,UAE,High School,8,0.09,0.73,Yes,32378
AIJ-101946,DevOps Engineer,Government,UAE,Master,15,0.95,0.51,Yes,215593
AIJ-101947,Financial Analyst,Finance,Pakistan,Master,17,0.73,0.51,No,180161
AIJ-101948,Robotics Engineer,Transportation,Australia,Master,23,0.52,0.38,No,186077
AIJ-101949,Healthcare Analyst,Energy,India,Master,7,0.57,0.34,Hybrid,145709
AIJ-101950,AI Engineer,Manufacturing,Canada,PhD,8,0.4,0.76,Yes,60964
AIJ-101951,IoT Specialist,Education,Japan,PhD,11,0.74,0.9,Yes,81225
AIJ-101952,IoT Specialist,Healthcare,UK,PhD,19,0.52,0.66,Hybrid,39681
AIJ-101953,Business Analyst,Transportation,India,PhD,0,0.93,0.51,Yes,179927
AIJ-101954,HR Specialist,Manufacturing,Australia,High School,15,0.68,0.71,No,46547
AIJ-101955,Business Analyst,Technology,UK,Bachelor,17,0.07,0.98,Hybrid,144603
AIJ-101956,DevOps Engineer,Media,India,PhD,8,0.63,0.44,No,71064
AIJ-101957,AI Engineer,Media,UAE,Master,12,0.7,0.24,Hybrid,173217
AIJ-101958,Data Engineer,Energy,UAE,PhD,25,0.15,0.64,No,198230
AIJ-101959,UX Designer,Government,Australia,Bachelor,6,0.26,0.85,No,146047
AIJ-101960,IoT Specialist,Education,India,Master,1,0.25,0.43,No,174025
AIJ-101961,Blockchain Developer,Education,Australia,PhD,0,0.29,0.95,Hybrid,157614
AIJ-101962,Product Manager,Transportation,India,Master,20,0.45,0.62,No,121769
AIJ-101963,IoT Specialist,Transportation,India,Bachelor,14,0.21,0.58,Hybrid,155166
AIJ-101964,Data Engineer,Education,UK,Bachelor,19,0.35,0.59,Yes,205325
AIJ-101965,Healthcare Analyst,Government,Canada,Bachelor,8,0.34,0.49,No,38497
AIJ-101966,Business Analyst,Manufacturing,Germany,Master,19,0.93,0.52,No,92061
AIJ-101967,Healthcare Analyst,Transportation,Singapore,Bachelor,24,0.49,0.59,Hybrid,194942
AIJ-101968,Product Manager,Manufacturing,Pakistan,High School,25,0.56,0.72,Yes,160702
AIJ-101969,Prompt Engineer,Manufacturing,UK,PhD,16,0.26,0.34,Yes,68683
AIJ-101970,Blockchain Developer,Finance,India,Master,17,0.45,0.36,Yes,174479
AIJ-101971,Software Developer,Energy,Singapore,Bachelor,19,0.4,0.69,No,155100
AIJ-101972,Cloud Architect,Manufacturing,Australia,Bachelor,17,0.21,0.82,No,170176
AIJ-101973,Digital Marketer,Technology,Australia,Bachelor,18,0.13,0.57,Yes,155683
AIJ-101974,DevOps Engineer,Manufacturing,Australia,High School,12,0.45,0.36,No,133459
AIJ-101975,Software Developer,Manufacturing,USA,Master,1,0.62,0.9,Yes,156193
AIJ-101976,IoT Specialist,Finance,USA,High School,4,0.36,0.6,No,124316
AIJ-101977,Cloud Architect,Healthcare,Pakistan,Master,20,0.52,0.29,No,208397
AIJ-101978,Data Engineer,Government,UK,Bachelor,20,0.33,0.64,No,38891
AIJ-101979,AI Engineer,Education,Australia,Bachelor,17,0.68,0.91,Yes,162699
AIJ-101980,Machine Learning Engineer,Retail,India,PhD,12,0.26,0.25,Hybrid,107800
AIJ-101981,Robotics Engineer,Technology,Japan,PhD,3,0.62,0.87,Hybrid,57391
AIJ-101982,Data Engineer,Retail,Australia,High School,21,0.25,0.21,Yes,194287
AIJ-101983,Software Developer,Transportation,Australia,PhD,12,0.83,0.37,Yes,58312
AIJ-101984,Digital Marketer,Healthcare,Pakistan,PhD,3,0.16,0.91,No,200925
AIJ-101985,Financial Analyst,Media,UK,PhD,23,0.38,0.54,Hybrid,104430
AIJ-101986,Business Analyst,Media,Germany,PhD,7,0.8,0.31,Hybrid,188057
AIJ-101987,DevOps Engineer,Healthcare,Germany,Master,6,0.85,0.2,No,74658
AIJ-101988,Data Scientist,Government,Pakistan,Master,4,0.83,0.48,Hybrid,48977
AIJ-101989,Cybersecurity Analyst,Finance,Australia,Bachelor,6,0.68,0.55,No,153420
AIJ-101990,Software Developer,Transportation,UAE,PhD,14,0.46,0.39,No,137328
AIJ-101991,Business Analyst,Energy,UAE,Master,20,0.6,0.35,No,49116
AIJ-101992,Product Manager,Education,UK,High School,6,0.63,0.91,Yes,199388
AIJ-101993,Data Engineer,Education,Germany,Bachelor,3,0.09,0.36,Hybrid,208412
AIJ-101994,Teacher,Education,Singapore,Master,6,0.17,0.25,Yes,61256
AIJ-101995,DevOps Engineer,Finance,Germany,PhD,11,0.39,0.54,Yes,161100
AIJ-101996,Software Developer,Energy,Canada,Bachelor,10,0.62,0.63,Yes,212533
AIJ-101997,IoT Specialist,Manufacturing,UK,PhD,16,0.11,0.65,No,190376
AIJ-101998,AI Engineer,Media,UAE,High School,8,0.91,0.57,Yes,81370
AIJ-101999,Robotics Engineer,Transportation,India,Master,20,0.48,0.7,No,200910
AIJ-102000,Machine Learning Engineer,Finance,Japan,PhD,21,0.19,0.82,Hybrid,84319
AIJ-102001,Teacher,Retail,UAE,High School,1,0.53,0.82,No,124635
AIJ-102002,Data Scientist,Retail,Pakistan,Bachelor,17,0.37,0.7,No,125814
AIJ-102003,Financial Analyst,Government,Singapore,High School,9,0.62,0.26,Yes,89512
AIJ-102004,Business Analyst,Education,Pakistan,Bachelor,0,0.08,0.9,No,207518
AIJ-102005,AI Engineer,Media,UK,Bachelor,3,0.26,0.5,Yes,106764
AIJ-102006,Cybersecurity Analyst,Government,USA,High School,24,0.62,0.49,No,175248
AIJ-102007,Data Scientist,Finance,UK,PhD,15,0.21,0.29,Yes,200959
AIJ-102008,AI Engineer,Manufacturing,UAE,High School,15,0.31,0.72,No,182037
AIJ-102009,Product Manager,Government,Canada,PhD,23,0.47,0.92,Hybrid,193694
AIJ-102010,Robotics Engineer,Energy,UAE,Bachelor,2,0.68,0.6,Hybrid,125488
AIJ-102011,Business Analyst,Retail,USA,High School,20,0.1,0.48,Yes,31288
AIJ-102012,Product Manager,Healthcare,UAE,Bachelor,0,0.24,0.38,Yes,53717
AIJ-102013,AI Engineer,Transportation,Singapore,Bachelor,9,0.82,0.82,Yes,219477
AIJ-102014,DevOps Engineer,Finance,India,Bachelor,4,0.34,0.43,Yes,133744
AIJ-102015,Cloud Architect,Manufacturing,Japan,Bachelor,7,0.9,0.67,No,121149
AIJ-102016,Data Scientist,Energy,USA,Master,20,0.83,0.66,No,112437
AIJ-102017,AI Engineer,Transportation,Singapore,PhD,18,0.06,0.59,Hybrid,186925
AIJ-102018,Digital Marketer,Retail,Germany,Master,20,0.49,0.86,Hybrid,93031
AIJ-102019,AI Engineer,Retail,USA,Bachelor,15,0.78,0.75,Yes,113825
AIJ-102020,Financial Analyst,Transportation,Japan,Bachelor,16,0.64,0.48,Yes,187014
AIJ-102021,AI Engineer,Energy,UK,PhD,16,0.14,0.67,Hybrid,100623
AIJ-102022,Software Developer,Media,UK,Bachelor,6,0.46,0.66,Yes,187987
AIJ-102023,Cloud Architect,Retail,Canada,Bachelor,8,0.43,0.74,Yes,213318
AIJ-102024,AI Engineer,Transportation,Japan,Bachelor,15,0.19,0.68,No,78532
AIJ-102025,Financial Analyst,Manufacturing,Singapore,PhD,15,0.78,0.2,Hybrid,180648
AIJ-102026,Cybersecurity Analyst,Finance,Japan,Bachelor,2,0.61,0.53,Yes,208524
AIJ-102027,UX Designer,Media,India,High School,5,0.21,0.41,Yes,181197
AIJ-102028,HR Specialist,Retail,Germany,High School,7,0.48,0.94,No,218622
AIJ-102029,Software Developer,Energy,USA,High School,19,0.78,0.79,Hybrid,78707
AIJ-102030,Digital Marketer,Media,Canada,High School,7,0.62,0.98,Yes,144732
AIJ-102031,Digital Marketer,Manufacturing,Pakistan,Bachelor,6,0.84,0.21,No,114114
AIJ-102032,UX Designer,Transportation,UAE,Bachelor,10,0.89,0.78,Hybrid,170231
AIJ-102033,Prompt Engineer,Energy,Australia,PhD,1,0.72,0.55,Hybrid,34230
AIJ-102034,IoT Specialist,Education,Canada,Bachelor,8,0.72,0.22,Hybrid,94199
AIJ-102035,Robotics Engineer,Manufacturing,Singapore,Bachelor,1,0.57,0.89,No,33818
AIJ-102036,AI Engineer,Energy,Pakistan,Bachelor,18,0.48,0.32,Hybrid,114218
AIJ-102037,Financial Analyst,Transportation,Singapore,High School,7,0.86,0.78,No,192895
AIJ-102038,Data Engineer,Healthcare,UAE,Master,9,0.45,0.99,Yes,212720
AIJ-102039,IoT Specialist,Manufacturing,Japan,Bachelor,1,0.76,0.24,Yes,133168
AIJ-102040,DevOps Engineer,Manufacturing,India,Master,0,0.56,0.87,Yes,101242
AIJ-102041,Machine Learning Engineer,Manufacturing,Australia,High School,9,0.92,0.84,Hybrid,122014
AIJ-102042,Cybersecurity Analyst,Media,Canada,Bachelor,21,0.68,0.68,Yes,50740
AIJ-102043,IoT Specialist,Retail,Canada,PhD,21,0.35,0.22,No,48517
AIJ-102044,AI Engineer,Finance,Pakistan,Master,12,0.16,0.56,Yes,153682
AIJ-102045,Cybersecurity Analyst,Education,UAE,Bachelor,8,0.54,0.35,Hybrid,47645
AIJ-102046,HR Specialist,Retail,Australia,Master,24,0.94,0.22,Hybrid,31301
AIJ-102047,DevOps Engineer,Retail,Japan,PhD,6,0.41,0.7,No,155132
AIJ-102048,DevOps Engineer,Energy,Australia,High School,22,0.45,0.55,Hybrid,149991
AIJ-102049,Product Manager,Manufacturing,Australia,PhD,10,0.44,0.66,Hybrid,34062
AIJ-102050,UX Designer,Technology,Pakistan,PhD,14,0.45,0.96,Yes,59093
AIJ-102051,Business Analyst,Transportation,India,Master,23,0.34,0.49,Hybrid,195132
AIJ-102052,Data Scientist,Government,Pakistan,Bachelor,24,0.05,0.91,Yes,117546
AIJ-102053,DevOps Engineer,Energy,USA,Bachelor,13,0.57,0.42,No,71311
AIJ-102054,Teacher,Energy,Canada,PhD,11,0.37,0.24,Yes,156339
AIJ-102055,IoT Specialist,Finance,Pakistan,Bachelor,11,0.44,0.46,Yes,209986
AIJ-102056,Business Analyst,Retail,Japan,High School,4,0.09,0.61,Yes,81557
AIJ-102057,Teacher,Healthcare,Canada,Bachelor,18,0.66,0.7,No,190117
AIJ-102058,Software Developer,Technology,Germany,Bachelor,18,0.58,0.28,Hybrid,51524
AIJ-102059,Machine Learning Engineer,Media,Singapore,Master,12,0.66,0.9,Yes,105233
AIJ-102060,Blockchain Developer,Government,Germany,High School,12,0.76,0.74,Yes,50793
AIJ-102061,Blockchain Developer,Transportation,Japan,Bachelor,23,0.47,0.51,Hybrid,176368
AIJ-102062,Cybersecurity Analyst,Technology,India,High School,14,0.76,0.5,No,191631
AIJ-102063,Robotics Engineer,Technology,India,High School,22,0.65,0.24,Yes,34784
AIJ-102064,Robotics Engineer,Government,Australia,Bachelor,25,0.38,0.62,No,56133
AIJ-102065,Cybersecurity Analyst,Education,UAE,High School,22,0.38,0.55,Yes,89047
AIJ-102066,Blockchain Developer,Education,UAE,Bachelor,7,0.06,0.95,Hybrid,214980
AIJ-102067,Machine Learning Engineer,Retail,USA,High School,13,0.77,0.64,Yes,71435
AIJ-102068,IoT Specialist,Healthcare,Canada,High School,25,0.36,0.77,Yes,102547
AIJ-102069,UX Designer,Transportation,UAE,PhD,13,0.59,0.35,Yes,214230
AIJ-102070,UX Designer,Media,Australia,High School,24,0.28,0.24,Hybrid,184838
AIJ-102071,Data Scientist,Healthcare,Japan,PhD,21,0.39,0.49,No,175840
AIJ-102072,Software Developer,Government,India,Bachelor,23,0.13,0.44,No,103136
AIJ-102073,DevOps Engineer,Media,India,PhD,1,0.64,0.97,No,76341
AIJ-102074,Digital Marketer,Energy,Pakistan,PhD,4,0.44,0.26,Hybrid,99383
AIJ-102075,Cybersecurity Analyst,Transportation,Pakistan,High School,22,0.08,0.59,Hybrid,33644
AIJ-102076,DevOps Engineer,Energy,UAE,Bachelor,22,0.44,0.58,Yes,41990
AIJ-102077,Teacher,Transportation,Singapore,Bachelor,6,0.19,0.95,No,125300
AIJ-102078,Data Engineer,Technology,Canada,Bachelor,21,0.4,0.78,Yes,169828
AIJ-102079,Prompt Engineer,Finance,USA,PhD,22,0.79,0.23,Yes,48314
AIJ-102080,Data Engineer,Energy,Germany,PhD,1,0.93,0.52,Yes,121021
AIJ-102081,Prompt Engineer,Government,India,High School,19,0.09,0.63,No,35143
AIJ-102082,Data Engineer,Retail,Singapore,Master,7,0.63,0.55,Hybrid,114571
AIJ-102083,Financial Analyst,Government,USA,Master,9,0.83,0.74,No,153289
AIJ-102084,Financial Analyst,Healthcare,Germany,High School,21,0.19,0.56,Yes,98913
AIJ-102085,Machine Learning Engineer,Media,UK,Master,25,0.21,0.44,Yes,130351
AIJ-102086,Blockchain Developer,Healthcare,Canada,PhD,17,0.16,0.46,Hybrid,96294
AIJ-102087,Robotics Engineer,Healthcare,UK,High School,22,0.51,0.48,Yes,54271
AIJ-102088,Data Engineer,Government,Japan,Master,14,0.68,0.31,Yes,130315
AIJ-102089,Blockchain Developer,Healthcare,UK,Master,3,0.42,0.53,Yes,41892
AIJ-102090,Financial Analyst,Education,Canada,Master,23,0.22,0.44,No,142072
AIJ-102091,Data Engineer,Transportation,Japan,PhD,13,0.76,0.93,Yes,58256
AIJ-102092,Healthcare Analyst,Technology,Japan,Bachelor,15,0.65,0.51,Yes,68056
AIJ-102093,Healthcare Analyst,Transportation,Singapore,PhD,13,0.4,0.78,Yes,151663
AIJ-102094,Data Engineer,Finance,India,PhD,15,0.46,0.27,Yes,182250
AIJ-102095,Data Engineer,Government,Australia,High School,0,0.5,0.71,No,141048
AIJ-102096,Data Scientist,Energy,Singapore,High School,21,0.65,0.5,No,162010
AIJ-102097,Data Engineer,Technology,Japan,Master,23,0.55,0.62,No,99311
AIJ-102098,Blockchain Developer,Finance,Australia,High School,5,0.77,0.63,Yes,211416
AIJ-102099,IoT Specialist,Media,USA,Bachelor,14,0.32,0.71,Hybrid,169252
AIJ-102100,Data Engineer,Healthcare,Germany,PhD,6,0.35,0.95,Hybrid,157562
AIJ-102101,Machine Learning Engineer,Transportation,Germany,High School,11,0.8,0.59,Hybrid,172768
AIJ-102102,Prompt Engineer,Finance,Canada,PhD,16,0.35,0.55,Hybrid,136504
AIJ-102103,Teacher,Technology,UAE,Bachelor,4,0.46,0.68,Hybrid,180091
AIJ-102104,Data Engineer,Energy,Singapore,Bachelor,7,0.44,0.93,Hybrid,91180
AIJ-102105,AI Engineer,Education,Pakistan,PhD,11,0.42,0.54,No,52774
AIJ-102106,AI Engineer,Technology,Canada,Bachelor,13,0.61,0.2,No,134540
AIJ-102107,HR Specialist,Manufacturing,India,Master,9,0.59,0.54,Hybrid,123223
AIJ-102108,Data Engineer,Government,Singapore,PhD,21,0.21,0.76,Yes,119096
AIJ-102109,Cybersecurity Analyst,Healthcare,UAE,High School,6,0.61,0.74,Hybrid,135910
AIJ-102110,DevOps Engineer,Manufacturing,UK,PhD,21,0.33,0.65,Hybrid,110374
AIJ-102111,Financial Analyst,Education,Singapore,PhD,10,0.19,0.5,No,180212
AIJ-102112,Digital Marketer,Technology,Canada,PhD,8,0.92,0.96,Hybrid,73172
AIJ-102113,Robotics Engineer,Manufacturing,UAE,PhD,15,0.7,0.31,Hybrid,214083
AIJ-102114,Business Analyst,Retail,Canada,High School,13,0.83,0.78,No,163676
AIJ-102115,Software Developer,Media,UK,PhD,11,0.39,0.41,Hybrid,61746
AIJ-102116,UX Designer,Manufacturing,Australia,Master,3,0.8,0.79,Hybrid,89924
AIJ-102117,HR Specialist,Manufacturing,Japan,Master,7,0.82,0.37,No,92741
AIJ-102118,Machine Learning Engineer,Energy,India,Bachelor,3,0.12,0.28,Hybrid,48709
AIJ-102119,Data Scientist,Energy,UK,PhD,21,0.45,0.69,Yes,199165
AIJ-102120,Product Manager,Government,Germany,PhD,19,0.28,0.59,Hybrid,156160
AIJ-102121,HR Specialist,Media,Germany,Master,14,0.38,0.41,Hybrid,207959
AIJ-102122,IoT Specialist,Healthcare,Pakistan,Master,23,0.48,0.42,Yes,172447
AIJ-102123,Cloud Architect,Transportation,Australia,Master,20,0.39,0.25,Yes,140892
AIJ-102124,Healthcare Analyst,Education,Singapore,High School,20,0.05,0.3,No,62829
AIJ-102125,Prompt Engineer,Finance,UK,PhD,16,0.83,0.95,Hybrid,105231
AIJ-102126,Teacher,Education,Canada,Master,20,0.64,0.55,No,146933
AIJ-102127,Software Developer,Transportation,UAE,High School,11,0.92,0.95,No,217845
AIJ-102128,Business Analyst,Healthcare,Singapore,PhD,14,0.13,0.92,Yes,38000
AIJ-102129,Digital Marketer,Retail,USA,High School,0,0.7,0.24,Yes,100862
AIJ-102130,Cybersecurity Analyst,Technology,Pakistan,High School,13,0.63,0.58,Hybrid,108868
AIJ-102131,Prompt Engineer,Manufacturing,Germany,PhD,7,0.07,0.53,Yes,55605
AIJ-102132,Prompt Engineer,Healthcare,Pakistan,High School,15,0.11,0.65,Yes,200221
AIJ-102133,IoT Specialist,Transportation,Japan,PhD,21,0.16,0.56,Yes,180502
AIJ-102134,Data Scientist,Media,UAE,Master,22,0.59,0.93,No,87406
AIJ-102135,Product Manager,Finance,Germany,High School,24,0.95,0.55,Yes,96489
AIJ-102136,Cybersecurity Analyst,Healthcare,Pakistan,PhD,14,0.4,0.88,Hybrid,202456
AIJ-102137,Machine Learning Engineer,Education,Canada,Master,18,0.76,0.24,No,103021
AIJ-102138,Data Scientist,Technology,India,PhD,19,0.69,0.5,Yes,182099
AIJ-102139,Data Engineer,Government,Canada,High School,19,0.6,0.92,Hybrid,159633
AIJ-102140,Prompt Engineer,Healthcare,Canada,PhD,24,0.44,0.7,No,219402
AIJ-102141,Data Engineer,Finance,India,High School,8,0.72,0.79,Hybrid,120345
AIJ-102142,DevOps Engineer,Healthcare,UAE,Master,18,0.13,0.25,Hybrid,166295
AIJ-102143,Financial Analyst,Healthcare,Japan,High School,2,0.83,0.94,Yes,77487
AIJ-102144,Teacher,Manufacturing,Pakistan,Master,6,0.2,0.6,Hybrid,91548
AIJ-102145,Business Analyst,Government,Singapore,Master,11,0.65,0.49,Yes,56911
AIJ-102146,Digital Marketer,Finance,India,Bachelor,8,0.78,0.32,Hybrid,218053
AIJ-102147,DevOps Engineer,Retail,Pakistan,Master,23,0.85,0.5,Hybrid,33228
AIJ-102148,HR Specialist,Education,UAE,High School,24,0.71,0.61,No,77107
AIJ-102149,Business Analyst,Healthcare,Australia,PhD,11,0.79,0.31,Yes,67645
AIJ-102150,Product Manager,Energy,Germany,PhD,2,0.73,0.87,Yes,172821
AIJ-102151,Software Developer,Education,Japan,PhD,25,0.55,0.99,No,76094
AIJ-102152,Software Developer,Technology,Singapore,Bachelor,25,0.34,0.5,No,74310
AIJ-102153,DevOps Engineer,Government,Japan,Bachelor,19,0.66,0.94,Hybrid,41629
AIJ-102154,Robotics Engineer,Finance,UAE,Master,22,0.51,0.78,No,33856
AIJ-102155,Cybersecurity Analyst,Finance,Germany,Master,5,0.67,0.5,Hybrid,108664
AIJ-102156,Business Analyst,Energy,USA,Bachelor,24,0.14,0.67,No,75723
AIJ-102157,IoT Specialist,Transportation,Australia,Bachelor,17,0.23,0.54,Yes,217159
AIJ-102158,UX Designer,Finance,Canada,High School,17,0.35,0.81,Yes,164378
AIJ-102159,Prompt Engineer,Technology,Germany,High School,4,0.37,0.75,Hybrid,111046
AIJ-102160,Cybersecurity Analyst,Media,Pakistan,Bachelor,0,0.33,0.63,No,54089
AIJ-102161,Blockchain Developer,Government,UK,Master,2,0.14,0.23,Yes,48204
AIJ-102162,Teacher,Retail,USA,High School,24,0.85,0.9,No,53847
AIJ-102163,HR Specialist,Media,USA,PhD,23,0.3,0.24,Yes,216909
AIJ-102164,Prompt Engineer,Healthcare,UAE,Bachelor,1,0.33,0.86,No,101330
AIJ-102165,Robotics Engineer,Technology,UAE,Master,2,0.8,0.85,Hybrid,69276
AIJ-102166,IoT Specialist,Retail,Germany,Bachelor,19,0.64,0.61,Yes,124870
AIJ-102167,Robotics Engineer,Energy,Singapore,Bachelor,20,0.49,0.23,Yes,217005
AIJ-102168,Product Manager,Healthcare,Japan,High School,4,0.31,0.33,Yes,55606
AIJ-102169,Machine Learning Engineer,Energy,UAE,PhD,20,0.46,0.47,No,181616
AIJ-102170,IoT Specialist,Finance,USA,Bachelor,0,0.84,0.89,No,176302
AIJ-102171,Cloud Architect,Government,UAE,Master,10,0.7,0.76,Yes,152949
AIJ-102172,Business Analyst,Manufacturing,Australia,Master,4,0.7,0.48,No,153331
AIJ-102173,UX Designer,Energy,India,PhD,1,0.34,0.71,Yes,60520
AIJ-102174,Cybersecurity Analyst,Education,India,High School,14,0.34,0.92,No,203209
AIJ-102175,Financial Analyst,Media,India,Bachelor,17,0.93,0.55,Yes,39482
AIJ-102176,Cloud Architect,Finance,USA,PhD,9,0.64,0.97,No,143788
AIJ-102177,Robotics Engineer,Education,Japan,Bachelor,11,0.1,0.74,No,200071
AIJ-102178,Software Developer,Technology,Germany,Bachelor,21,0.82,0.45,Hybrid,117441
AIJ-102179,Healthcare Analyst,Education,USA,PhD,15,0.78,0.81,Yes,41195
AIJ-102180,Cybersecurity Analyst,Government,Canada,High School,10,0.47,0.52,Yes,67308
AIJ-102181,DevOps Engineer,Transportation,Germany,Master,7,0.85,0.4,Yes,149170
